city,country,lat,lng,Revenue,qty
North Ridgeville,United States,41.3851,-82.0194,1500.0,1.0
North Sarasota,United States,27.3711,-82.5177,999.65,1.0
North Valley,United States,35.1737,-106.6231,7602.888,8.0
North Weeki Wachee,United States,28.5591,-82.5537,8555.699999999999,6.0
Northborough,United States,42.3232,-71.6462,1423.1,1.0
Northern Cambria,United States,40.6561,-78.7784,9000.449999999999,9.0
Northport,United States,33.2589,-87.5985,7600.076,8.0
Northwest Harborcreek,United States,42.1493,-79.9946,8994.0,6.0
Norton,United States,41.964,-71.1842,2001.02,2.0
Norton Shores,United States,43.1621,-86.2519,1498.0,1.0
Norwell,United States,42.1608,-70.8177,14543.6565,7.5
Norwich,United States,41.5495,-72.0882,998.47,1.0
Norðragøta,Faroe Islands,62.199,-6.7432,9501.52,10.0
Nottingham,United Kingdom,52.9703,-1.17,2848.1,2.0
Nouakchott,Mauritania,18.0864,-15.9753,3803.0019999999995,4.0
Nova Friburgo,Brazil,-22.26,-42.54,11400.0,8.0
Nova Lima,Brazil,-19.98,-43.85,7995.12,8.0
Novi Pazar,Serbia,43.1375,20.5149,11422.8,8.0
Nueva Loja,Ecuador,0.0906,-76.8884,2846.2,2.0
Nuevo,United States,33.8011,-117.1415,4497.0,3.0
Nuevo Casas Grandes,Mexico,30.4185,-107.9119,6647.473,7.0
Nuremberg,Germany,49.45,11.08,2998.0,2.0
Nyagan’,Russia,62.1465,65.3814,2998.56,3.0
Nyunzu,Congo (Kinshasa),-5.9496,28.0167,9018.0,6.0
Nāgercoil,India,8.1804,77.43,3001.14,3.0
Nārāyanganj,Bangladesh,23.6204,90.5,15000.0,10.0
Oak Grove,United States,39.0073,-94.1278,2844.2999999999997,2.0
Oak Grove,United States,45.4156,-122.6348,2850.0,2.0
Oak Harbor,United States,48.2965,-122.6331,3000.0,2.0
Oakland Park,United States,26.178,-80.1528,2999.55,3.0
Oakmont,United States,40.52,-79.8365,4503.0,3.0
Obluch’ye,Russia,49.0,131.0833,2851.9665,3.0
Ob’,Russia,54.998,82.7077,13120.25,4.5
Oceano,United States,35.1019,-120.609,5700.0,4.0
Oceanport,United States,40.316,-74.0205,7515.0,5.0
Oconomowoc,United States,43.0994,-88.4951,4506.0,3.0
Ocumare del Tuy,Venezuela,10.12,-66.78,13518.0,9.0
Odense,Denmark,55.4004,10.3833,9003.69,9.0
Odenton,United States,39.0661,-76.6939,11407.6,8.0
Offutt AFB,United States,41.1207,-95.921,6653.1255,7.0
Ogden,United States,43.1646,-77.822,4272.15,3.0
Okeechobee,United States,27.2414,-80.8298,1000.01,1.0
Oktyabr’skiy,Russia,54.46,53.46,8996.67,9.0
Olathe,United States,38.8832,-94.8198,9504.465,10.0
Olavarría,Argentina,-36.9,-60.33,11392.4,8.0
Olbia,Italy,40.9143,9.5151,5715.2,4.0
Old Forge,United States,41.3705,-75.7409,9968.35,7.0
Old Jamestown,United States,38.8394,-90.2847,9968.35,7.0
Old Saybrook,United States,41.3017,-72.3857,7500.0,5.0
Oldsmar,United States,28.0507,-82.6697,16497.0,5.5
Olean,United States,42.0819,-78.4321,2848.1,2.0
Onalaska,United States,30.8209,-95.111,12000.0,8.0
Oral,Kazakhstan,51.2711,51.335,10493.0,7.0
Orange,United States,42.6066,-72.2931,1502.0,1.0
Orange Cove,United States,36.6211,-119.3188,15000.0,10.0
Orange Park,United States,30.1706,-81.7041,2850.0,2.0
Orchards,United States,45.6888,-122.5305,2850.0,2.0
Oregon,United States,42.9252,-89.3887,9981.65,7.0
Oregon City,United States,45.3414,-122.5927,7129.75,5.0
Oro Valley,United States,32.4223,-110.9767,999.62,1.0
Oroville,United States,39.4999,-121.5634,9994.949999999999,7.0
Osceola,United States,35.6941,-89.9935,9961.699999999999,7.0
Oshkosh,United States,44.0228,-88.5617,2998.0,2.0
Osilnica,Slovenia,45.5292,14.6979,2850.2565,3.0
Osmaniye,Turkey,37.0742,36.2478,4269.3,3.0
Osogbo,Nigeria,7.7704,4.56,9006.0,6.0
Osório,Brazil,-29.88,-50.27,12833.55,4.5
Otradnyy,Russia,53.3778,51.3474,14231.0,10.0
Ouargla,Algeria,31.97,5.34,6000.0,4.0
Oudtshoorn,South Africa,-33.58,22.19,8988.0,6.0
Ourinhos,Brazil,-22.97,-49.87,3006.0,2.0
Overland,United States,38.6967,-90.3689,3999.64,4.0
Owensboro,United States,37.7573,-87.1174,5003.65,5.0
Owo,Nigeria,7.2004,5.59,11407.6,8.0
Oxford,United States,34.3609,-89.5286,2851.9,2.0
Oyem,Gabon,1.6166,11.5833,2848.1,2.0
Pailin,Cambodia,12.8489,102.6093,5707.599999999999,4.0
Pakxan,Laos,18.3942,103.6611,9487.65,10.0
Pala,Chad,9.3642,14.9046,5992.0,4.0
Palm Bay,United States,27.955,-80.6628,999.59,1.0
Palm Beach Gardens,United States,26.8486,-80.166,2846.295,3.0
Palm Harbor,United States,28.0847,-82.7481,7510.0,5.0
Palm Springs North,United States,25.9351,-80.3339,12345.63,6.0
Palmerston North,New Zealand,-40.3527,175.6072,6004.0,4.0
Palmview,United States,26.2303,-98.3792,14240.5,10.0
Paloma Creek South,United States,33.21,-96.9327,7120.25,5.0
Pampa del Infierno,Argentina,-26.5166,-61.1666,5698.062,6.0
Panama City,Panama,8.968,-79.533,13491.0,9.0
Panshi,China,42.9426,126.0561,999.65,1.0
Papillion,United States,41.1516,-96.0679,4998.9,5.0
Paragould,United States,36.0556,-90.5148,6012.0,4.0
Parakou,Benin,9.34,2.62,20896.105,9.0
Paranaíba,Brazil,-19.6796,-51.2,9497.245,10.0
Paraćin,Serbia,43.8592,21.4119,11984.0,8.0
Park City,United States,40.6505,-111.502,2850.0,2.0
Park Ridge,United States,42.0125,-87.8436,5002.05,5.0
Parker,United States,34.8514,-82.4512,14240.5,10.0
Parker,United States,39.5084,-104.7755,8550.769499999999,9.0
Parkway,United States,38.4993,-121.452,20621.25,7.0
Parma,Russia,65.923,57.403,8547.178499999998,9.0
Parma,United States,41.3843,-81.7286,7602.888,8.0
Parry Sound,Canada,45.3337,-80.033,9012.0,6.0
Pascagoula,United States,30.3665,-88.5507,3994.8,4.0
Pascoag,United States,41.9518,-71.7041,8002.8,8.0
Pasig City,Philippines,14.5604,121.0812,7003.22,7.0
Paxtonia,United States,40.3166,-76.7884,4751.804999999999,5.0
Peachtree City,United States,33.3943,-84.5711,9981.65,7.0
Pearl,United States,32.273,-90.0918,8544.3,6.0
Pearl City,United States,21.4031,-157.9566,14240.5,10.0
Pecan Grove,United States,29.6235,-95.7331,7120.25,5.0
Pehčevo,Macedonia,41.7623,22.8892,8544.3,6.0
Pembroke,United States,42.0655,-70.8014,9996.6,10.0
Pembroke Park,United States,25.9852,-80.1777,7490.0,5.0
Pen-y-Bont ar Ogwr,United Kingdom,51.5058,-3.5772,14259.5,10.0
Penn Wynne,United States,39.9867,-75.2715,8988.0,6.0
Pepper Pike,United States,41.4801,-81.462,13509.0,9.0
Perito Moreno,Argentina,-46.6,-70.9334,1899.791,2.0
Perth,United Kingdom,56.4003,-3.47,13527.0,9.0
Pesnica pri Mariboru,Slovenia,46.6069,15.6767,1500.0,1.0
Petal,United States,31.3477,-89.2359,15000.0,10.0
Petatlán,Mexico,17.5204,-101.27,1425.0,1.0
Petnjica,Montenegro,42.9089,19.9644,1499.0,1.0
Petropavl,Kazakhstan,54.88,69.22,12833.55,9.0
Pevek,Russia,69.7008,170.3133,1502.0,1.0
Phichit,Thailand,16.439,100.349,10495.31,5.0
Philadelphia,United States,40.0077,-75.1339,10005.1,10.0
Phoenix,United States,33.5722,-112.0891,6641.3550000000005,7.0
Phra Nakhon Si Ayutthaya,Thailand,14.3588,100.5684,4500.0,3.0
Phủ Lý,Vietnam,20.5453,105.9122,1424.05,1.0
Piedmont,United States,35.6784,-97.7528,8993.970000000001,9.0
Pierre,United States,44.3748,-100.3205,949.3444999999999,1.0
Pindamonhangaba,Brazil,-22.92,-45.47,949.9905,1.0
Pinehurst,United States,42.5334,-71.234,9504.085,10.0
Pingdu,China,36.7904,119.94,11392.4,8.0
Pingree Grove,United States,42.0857,-88.4362,14990.0,10.0
Pingxiang,China,22.0974,106.7567,2000.26,2.0
Pittsburg,United States,38.0185,-121.897,7500.0,5.0
Pittsgrove,United States,39.5404,-75.1291,4497.0,3.0
Piura,Peru,-5.21,-80.63,9968.35,7.0
Pivka,Slovenia,45.6794,14.1967,950.551,1.0
Piñas,Ecuador,-3.67,-79.65,2849.031,3.0
Plainfield,United States,39.6956,-86.3708,7129.75,5.0
Plainfield,United States,41.6992,-71.8987,4283.55,3.0
Plainsboro,United States,40.3377,-74.5879,1000.37,1.0
Plano,United States,41.6757,-88.5294,10486.0,7.0
Plattsburgh,United States,44.6951,-73.4563,13473.0,9.0
Pleasant Grove,United States,40.3714,-111.7411,13509.0,9.0
Pleasant Hill,United States,38.8061,-94.2654,2848.1,2.0
Pleasant Prairie,United States,42.5266,-87.8895,11984.0,8.0
Pleiku,Vietnam,13.9833,108.0,7598.1759999999995,8.0
Ploieşti,Romania,44.9469,26.0365,2001.28,2.0
Plumtree,Zimbabwe,-20.4795,27.82,2853.7999999999997,2.0
Plymouth,United Kingdom,50.3854,-4.16,11422.8,8.0
Plymouth,United States,41.2404,-75.9505,1499.0,1.0
Plymouth,United States,43.7451,-87.9656,10493.0,7.0
Plymouth,United States,45.0224,-93.4615,9504.32,4.5
Plymouth Meeting,United States,40.1099,-75.2798,2848.1,2.0
Poland,United States,44.0463,-70.39,9968.35,7.0
Polevskoy,Russia,56.4434,60.188,5002.15,5.0
Poljčane,Slovenia,46.3119,15.5792,6004.0,4.0
Ponta Grossa,Brazil,-25.09,-50.16,11407.6,8.0
Ponta Porã,Brazil,-22.53,-55.73,3002.0,2.0
Pontes e Lacerda,Brazil,-15.2196,-59.35,8538.6,6.0
Popayán,Colombia,2.42,-76.61,7115.5,5.0
Pori,Finland,61.4789,21.7749,5700.056999999999,6.0
Port Allen,United States,30.4456,-91.2098,8994.0,6.0
Port Augusta,Australia,-32.49,137.77,3802.204,4.0
Port Harcourt,Nigeria,4.81,7.01,8546.152499999998,9.0
Port Huron,United States,42.9822,-82.4387,7989.6,8.0
Port Loko,Sierra Leone,8.7661,-12.787,1500.0,1.0
Port Morant,Jamaica,17.891,-76.329,10486.0,7.0
Port Said,Egypt,31.26,32.29,13500.0,9.0
Port Sudan,Sudan,19.6158,37.2164,6004.0,4.0
Port-Menier,Canada,49.8226,-64.348,2998.0,2.0
Portage,United States,40.3868,-78.6746,1500.0,1.0
Portel,Brazil,-1.95,-50.82,15904.6,5.5
Portland,United States,40.4377,-84.9835,5692.4,4.0
Portland,United States,42.8696,-84.899,5996.0,4.0
Porto Inglês,Cabo Verde,15.1378,-23.2111,2851.9,2.0
Porto-Novo,Benin,6.4833,2.6166,12000.0,8.0
Portsmouth,United States,38.7539,-82.9446,9396.102,3.5
Posadas,Argentina,-27.3578,-55.8851,8544.3,6.0
Poso,Indonesia,-1.3896,120.76,8555.2155,9.0
Potenza,Italy,40.642,15.799,7120.25,5.0
Potiskum,Nigeria,11.7104,11.08,950.9025,1.0
Potomac,United States,39.0141,-77.1943,5997.72,6.0
Pozo Almonte,Chile,-20.2696,-69.8,9006.57,9.0
Preston,United Kingdom,53.7667,-2.7167,7120.25,5.0
Pretoria,South Africa,-25.7069,28.2294,1499.0,1.0
Prilep,Macedonia,41.3451,21.555,1428.8,1.0
Princeton,United States,41.3809,-89.4648,3800.4939999999997,4.0
Prokop’yevsk,Russia,53.9,86.71,14980.0,10.0
Prospect Park,United States,40.938,-74.1736,12000.0,8.0
Providence,United States,41.823,-71.4187,9497.245,10.0
Puerto Barrios,Guatemala,15.7175,-88.5927,2001.34,2.0
Puerto Escondido,Mexico,15.8592,-97.0659,7603.657499999999,3.5
Puerto Maldonado,Peru,-12.6,-69.1833,1000.13,1.0
Pulaski,United States,37.0528,-80.7624,9000.0,6.0
Pullman,United States,46.734,-117.1669,1425.95,1.0
Punata,Bolivia,-17.55,-65.84,10500.0,7.0
Punta Gorda,Belize,16.1003,-88.81,9981.65,7.0
Punto Fijo,Venezuela,11.72,-70.21,9988.3,7.0
Purcell,United States,35.018,-97.3747,4506.0,3.0
Putnam Valley,United States,41.3979,-73.8368,13500.81,6.0
Puyo,Ecuador,-1.483,-77.987,5696.865000000001,6.0
Pánuco,Mexico,22.0604,-98.19,9498.955,10.0
Pānīpat,India,29.4004,76.97,7510.0,5.0
Pārūn,Afghanistan,35.4206,70.9226,7597.415999999999,8.0
Pāvilosta,Latvia,56.8898,21.1817,5703.704999999999,6.0
P’yŏngsan,"Korea, North",38.3367,126.3866,7115.5,5.0
Qal‘ah-ye Now,Afghanistan,34.983,63.1333,9003.869999999999,9.0
Qarataū,Kazakhstan,43.1854,70.46,3398.8289999999997,1.5
Qashyr,Kazakhstan,53.0804,76.09,8550.0,6.0
Qasigiannguit,Greenland,68.8193,-51.1785,12016.0,8.0
Qazax,Azerbaijan,41.0925,45.3656,9006.0,6.0
Qinzhou,China,21.9504,108.62,3800.6079999999997,4.0
Qobustan,Azerbaijan,40.5336,48.9282,12833.55,9.0
Qom,Iran,34.65,50.95,4277.849999999999,3.0
Qostanay,Kazakhstan,53.2209,63.6283,5701.481999999999,6.0
Quantico Base,United States,38.5228,-77.3187,8555.699999999999,6.0
Queanbeyan,Australia,-35.3546,149.2113,14703.278999999999,6.0
Quelimane,Mozambique,-17.88,36.89,15000.0,10.0
Quesada,Costa Rica,10.3305,-84.44,3999.24,4.0
Quảng Ngãi,Vietnam,15.1504,108.83,4497.0,3.0
Rabak,Sudan,13.188,32.7437,2851.9,2.0
Rabaul,Papua New Guinea,-4.2055,152.1434,950.0,1.0
Radcliff,United States,37.8205,-85.9366,11407.6,8.0
Radenci,Slovenia,46.6472,16.0442,9006.0,6.0
Ragusa,Italy,36.93,14.73,12000.0,8.0
Raipur,India,21.235,81.635,10514.0,7.0
Ramla,Israel,31.9167,34.8667,6004.0,4.0
Ramona,United States,33.0474,-116.8767,12842.099999999999,9.0
Ramsey,United States,41.0595,-74.1454,4494.0,3.0
Ranchi,India,23.37,85.33,2848.9455,3.0
Rancho Calaveras,United States,38.1248,-120.857,4497.0,3.0
Rancho Santa Margarita,United States,33.6317,-117.5989,7134.5,5.0
Ranong,Thailand,9.962,98.638,4500.0,3.0
Rapid City,United States,44.0716,-103.2205,26283.5,9.0
Raub,Malaysia,3.7927,101.8423,14970.0,10.0
Ravne na Koroškem,Slovenia,46.5431,14.9692,1999.56,2.0
Raytown,United States,38.9944,-94.4641,5992.0,4.0
Razgrad,Bulgaria,43.534,26.536,14240.5,10.0
Red Hill,United States,33.7778,-79.0111,9012.0,6.0
Redlands,United States,39.0885,-108.6581,5703.8,4.0
Redmond,United States,47.6762,-122.1169,3000.45,3.0
Rehoboth,United States,41.8439,-71.2456,4753.2775,5.0
Rensselaer,United States,42.6465,-73.7328,1424.05,1.0
Reston,United States,38.9497,-77.3461,8544.3,6.0
Revere,United States,42.4191,-71.0035,12833.55,9.0
Rezina,Moldova,47.7493,28.9658,1427.85,1.0
Rečica ob Savinji,Slovenia,46.3167,14.9167,5701.9,2.0
Rib Mountain,United States,44.9196,-89.6771,13518.0,9.0
Ribeira Brava,Cabo Verde,16.6158,-24.2983,1900.703,2.0
Riberalta,Bolivia,-10.983,-66.1,5992.200000000001,6.0
Richfield,United States,44.8762,-93.2833,5703.8,4.0
Richland,United States,46.2826,-119.2937,14990.0,10.0
Richmond,Australia,-20.7163,143.1333,4491.0,3.0
Richmond,United States,29.5824,-95.7602,4277.849999999999,3.0
Richmond,United States,41.4983,-71.6608,3006.0,2.0
Richmond Heights,United States,38.6309,-90.3332,4500.0,3.0
Ridder,Kazakhstan,50.3554,83.5149,12000.0,8.0
Rio Grande,Brazil,-32.0495,-52.12,1999.86,2.0
Rio Linda,United States,38.6876,-121.4418,13500.0,9.0
Rio Vista,United States,38.1761,-121.7034,7139.25,5.0
River Forest,United States,41.895,-87.8194,1423.1,1.0
River Ridge,United States,29.9593,-90.2202,29269.0,10.0
River Vale,United States,41.0136,-74.008,13500.0,9.0
Riverdale,United States,33.5639,-84.4103,2000.1,2.0
Riverside,United States,39.4777,-76.2385,4506.0,3.0
Riverside,United States,40.0358,-74.9564,13473.0,9.0
Riverton,United States,43.0425,-108.4142,9968.35,7.0
Robinwood,United States,39.6266,-77.663,3999.96,4.0
Rochdale,United Kingdom,53.6167,-2.15,2996.0,2.0
Rochelle Park,United States,40.9069,-74.0791,11384.8,8.0
Rock Springs,United States,41.5951,-109.2237,9006.0,6.0
Rockaway,United States,40.8969,-74.5155,4269.3,3.0
Rockcreek,United States,45.5525,-122.8757,2000.3,2.0
Rockledge,United States,28.3201,-80.732,2849.2875,3.0
Rockwood,United States,35.8693,-84.673,11984.0,8.0
Rodeo,Argentina,-30.2156,-69.14,9996.2,10.0
Rogers,United States,36.3172,-94.1518,4280.7,3.0
Rome,United States,43.226,-75.491,4280.7,3.0
Rongjiawan,China,29.3801,113.1,14274.7,5.0
Rosedale,United States,35.3887,-119.2058,6652.394,7.0
Rosenheim,Germany,47.8503,12.1333,1424.05,1.0
Rossmoor,United States,33.7886,-118.0803,10494.0,3.5
Rosário do Sul,Brazil,-30.25,-54.92,5699.145,6.0
Roura,French Guiana,4.73,-52.33,16397.95,6.5
Rowland Heights,United States,33.9716,-117.8911,4998.9,5.0
Rowley,United States,42.7224,-70.8883,7602.621999999999,4.0
Royse City,United States,32.9764,-96.3192,12008.0,8.0
Rožaje,Montenegro,42.8439,20.1683,1501.0,1.0
Rrëshen,Albania,41.7833,19.8167,15010.0,10.0
Rucava,Latvia,56.164,21.1627,11992.0,8.0
Rugāji,Latvia,57.0033,27.1337,7500.0,5.0
Rundu,Namibia,-17.92,19.7499,11976.0,8.0
Rurrenabaque,Bolivia,-14.46,-67.56,15515.55,6.0
Ruskin,United States,27.7065,-82.4209,4748.385,5.0
Ruston,United States,32.5329,-92.6361,24834.65,8.5
Rwamagana,Rwanda,-1.9487,30.4347,7505.0,5.0
Rye,United States,43.0141,-70.7607,5703.8,4.0
Rye Brook,United States,41.0303,-73.6865,14278.5,10.0
Río Gallegos,Argentina,-51.6333,-69.2166,25650.0,9.0
Rîşcani,Moldova,47.9479,27.5638,10493.0,7.0
Ródos,Greece,36.4412,28.2225,2846.2,2.0
Rørvik,Norway,64.868,11.2053,999.85,1.0
Rājahmundry,India,17.0303,81.79,13932.304,5.0
Rājshāhi,Bangladesh,24.375,88.605,1901.805,2.0
Rạch Giá,Vietnam,10.0154,105.0914,13482.0,9.0
Sabana Seca,Puerto Rico,18.4273,-66.1809,5000.299999999999,5.0
Sabattus,United States,44.095,-70.0662,14250.0,10.0
Safotu,Samoa,-13.4513,-172.4018,15020.0,10.0
Sagua la Grande,Cuba,22.809,-80.0711,17561.1,6.0
Saint John,Canada,45.267,-66.0767,13482.0,9.0
Saint John’s,Antigua And Barbuda,17.118,-61.85,14250.0,10.0
Saint John’s,Canada,47.585,-52.681,1499.0,1.0
Sakon Nakhon,Thailand,17.1679,104.1479,1999.62,2.0
Sal Rei,Cabo Verde,16.1761,-22.9172,8552.736,9.0
Salamanca,Spain,40.9704,-5.67,5000.25,5.0
Salamanca,United States,42.1631,-78.7233,1900.9689999999998,2.0
Salavan,Laos,15.716,106.427,5696.2,4.0
Sale,Australia,-38.1096,147.06,13491.0,9.0
Salem,India,11.67,78.1801,13482.0,9.0
Salem,United States,38.6278,-88.9579,8547.777,9.0
Salerno,Italy,40.6804,14.7699,5992.0,4.0
Salida,United States,38.53,-105.9984,14242.4,5.0
Salisbury,United States,40.7454,-73.5604,1501.0,1.0
Salto del Guairá,Paraguay,-24.0625,-54.3069,7520.0,5.0
Sambava,Madagascar,-14.2662,50.1666,9003.15,9.0
Same,Timor-Leste,-9.0042,125.6486,5688.599999999999,4.0
Samtse,Bhutan,26.899,89.0995,14980.0,10.0
San Angelo,United States,31.4426,-100.4501,1424.05,1.0
San Anselmo,United States,37.9821,-122.5699,1899.924,2.0
San Antonio de los Baños,Cuba,22.8911,-82.4991,15010.0,10.0
San Antonio de los Cobres,Argentina,-24.1829,-66.35,11400.0,8.0
San Clemente,United States,33.4498,-117.6103,6649.800499999999,7.0
San Felipe,Chile,-32.75,-70.72,7995.12,8.0
San Fernando,Trinidad And Tobago,10.2805,-61.4594,2001.26,2.0
San Ignacio,Belize,17.156,-89.061,8998.470000000001,9.0
San Isidro,Puerto Rico,18.3919,-65.8853,12024.0,8.0
San Juan,Argentina,-31.55,-68.52,9981.65,7.0
San Justo,Argentina,-30.7829,-60.5833,7120.25,5.0
San Marino,United States,34.1224,-118.1132,5692.4,4.0
San Quintín,Mexico,30.4837,-115.95,998.47,1.0
San Ramón,Peru,-11.1296,-75.34,1425.95,1.0
Sanatoga,United States,40.2498,-75.5886,10004.1,10.0
Sandown,United States,42.9332,-71.1833,7495.0,5.0
Sanford,United States,28.7893,-81.276,949.7529999999999,1.0
Sanford,United States,43.4244,-70.7573,7510.0,5.0
Sangolquí,Ecuador,-0.31,-78.46,4996.549999999999,5.0
Sannat,Malta,36.0244,14.2428,7603.875999999999,8.0
Sannār,Sudan,13.55,33.6,6654.455499999999,7.0
Sansom Park,United States,32.8028,-97.4021,4746.8175,5.0
Santa Bárbara,Mexico,26.8004,-105.82,8550.0,6.0
Santa Clara,United States,37.3646,-121.968,4269.3,3.0
Santa Fe,United States,35.6619,-105.9819,13491.0,9.0
Santa Inês,Brazil,-3.66,-45.39,5992.0,4.0
Santa Maria da Vitória,Brazil,-13.39,-44.21,5703.8,4.0
Santa Monica,United States,34.0232,-118.4813,7495.0,5.0
Santa Paula,United States,34.3521,-119.0698,25021.65,8.5
Santana,Sao Tome And Principe,0.26,6.7414,949.4205,1.0
Santiago Ixcuintla,Mexico,21.82,-105.22,9981.65,7.0
Santiago del Estero,Argentina,-27.7833,-64.2667,8994.0,6.0
Santo António,Sao Tome And Principe,1.6386,7.4206,14240.5,10.0
Santo Domingo,Dominican Republic,18.4701,-69.9001,2851.026,3.0
Sanzhou,China,30.82,108.4,2998.3500000000004,3.0
Sapulpa,United States,36.0089,-96.0983,4497.0,3.0
Saraland,United States,30.8457,-88.099,9494.775,10.0
Saratoga,United States,43.0604,-73.6474,9999.9,10.0
Saratov,Russia,51.58,46.03,13491.0,9.0
Sariwŏn,"Korea, North",38.507,125.762,9002.34,9.0
Sassandra,Côte D’Ivoire,4.9504,-6.0833,2999.4900000000002,3.0
Satsuma,United States,30.8577,-88.0632,4280.7,3.0
Savage,United States,39.1485,-76.8228,1425.0,1.0
Savalou,Benin,7.9281,1.9756,12825.0,9.0
Sayreville,United States,40.4656,-74.3237,4750.2375,5.0
Sayville,United States,40.7478,-73.084,9961.699999999999,7.0
Scenic Oaks,United States,29.7038,-98.6712,11377.199999999999,8.0
Schaan,Liechtenstein,47.1661,9.5096,12008.0,8.0
Schaumburg,United States,42.0307,-88.0838,22832.176499999998,9.5
Schertz,United States,29.5648,-98.2537,15030.0,10.0
Schuyler,United States,41.4497,-97.0619,2001.38,2.0
Scituate,United States,41.7926,-71.6202,5698.518,6.0
Scituate,United States,42.1992,-70.759,11984.0,8.0
Scone,Australia,-32.0796,150.8501,5703.8,4.0
Scotch Plains,United States,40.6332,-74.3739,13491.0,9.0
Scotchtown,United States,41.4759,-74.3682,8538.6,6.0
Scranton,United States,41.4044,-75.6649,5696.2,4.0
Scriba,United States,43.4599,-76.4186,4998.75,5.0
Sea Cliff,United States,40.8441,-73.6442,1899.449,2.0
SeaTac,United States,47.4445,-122.2986,12024.0,8.0
Seaford,United States,40.6678,-73.4922,9975.0,7.0
Seal Beach,United States,33.7542,-118.0714,24707.03,6.333333333333333
Searcy,United States,35.2418,-91.7351,2850.4559999999997,3.0
Seattle,United States,47.6211,-122.3244,5704.674,6.0
Seinäjoki,Finland,62.8,22.8333,1501.0,1.0
Sekondi,Ghana,4.9433,-1.704,9975.0,7.0
Selkirk,Canada,50.15,-96.8833,8538.6,6.0
Selma,United States,32.4166,-87.0336,2851.9,2.0
Semnān,Iran,35.5548,53.3743,8002.96,8.0
Senanga,Zambia,-16.1196,23.27,4750.474999999999,5.0
Sendai,Japan,38.2871,141.0217,12000.0,8.0
Senhor do Bonfim,Brazil,-10.4496,-40.19,6004.74,6.0
Sensuntepeque,El Salvador,13.88,-88.63,10009.0,10.0
Serdobsk,Russia,52.4622,44.2218,7144.0,5.0
Serowe,Botswana,-22.39,26.71,950.342,1.0
Serrinha,Brazil,-11.6496,-39.01,8999.73,9.0
Sete Lagoas,Brazil,-19.4496,-44.25,10507.0,7.0
Sevierville,United States,35.8873,-83.5678,9012.0,6.0
Sevilla,Spain,37.405,-5.98,14240.5,10.0
Shache,China,38.4261,77.25,950.095,1.0
Shahr-e Kord,Iran,32.321,50.854,4269.3,3.0
Shaoguan,China,24.8,113.58,7601.215999999999,8.0
Shar’ya,Russia,58.3798,45.5094,949.2685,1.0
Shashemenē,Ethiopia,7.2004,38.59,7998.8,8.0
Shashi,China,30.32,112.23,7600.684,8.0
Shawnee,United States,35.3525,-96.9647,18981.47,8.0
Shebekino,Russia,50.4144,36.8944,5700.0,4.0
Shelton,United States,47.2188,-123.1127,5692.4,4.0
Sheridan,United States,39.6467,-105.018,4000.36,4.0
Shillington,United States,40.3029,-75.967,12833.55,9.0
Shizuoka,Japan,34.9858,138.3854,12008.0,8.0
Shoreline,United States,47.7564,-122.3426,8548.974,9.0
Shoreview,United States,45.0842,-93.1358,2996.0,2.0
Shostka,Ukraine,51.8734,33.4797,5698.062,6.0
Shrewsbury,United States,42.2842,-71.7154,2849.5155,3.0
Shumerlya,Russia,55.4848,46.4244,6004.0,4.0
Shū,Kazakhstan,43.5953,73.7448,3000.0,2.0
Sialkot City,Pakistan,32.52,74.56,6652.859499999999,7.0
Sidney,United States,40.2891,-84.1667,9981.65,7.0
Sienna Plantation,United States,29.4834,-95.5065,1899.715,2.0
Sierra Vista Southeast,United States,31.4525,-110.216,3801.748,4.0
Signal Hill,United States,33.8029,-118.1681,4497.0,3.0
Siloam Springs,United States,36.1844,-94.5318,2000.18,2.0
Silsbee,United States,30.3456,-94.1764,8002.0,8.0
Simi Valley,United States,34.2663,-118.749,15000.0,10.0
Simsbury,United States,41.8729,-72.8256,1998.66,2.0
Sing Buri,Thailand,14.887,100.401,11392.4,8.0
Singida,Tanzania,-4.8196,34.74,3002.0,2.0
Sinop,Turkey,42.023,35.153,2001.02,2.0
Siping,China,43.17,124.33,11392.4,8.0
Skopje,Macedonia,42.0,21.4335,3797.3779999999997,4.0
Skrunda,Latvia,56.6775,22.0165,5696.2,4.0
Slavgorod,Russia,53.0049,78.6696,14990.0,10.0
Slinger,United States,43.3317,-88.2799,7602.66,8.0
Slippery Rock,United States,41.0695,-80.058,1501.0,1.0
Slyudyanka,Russia,51.6538,103.6988,1000.79,1.0
Smithville,United States,39.4934,-74.4782,6012.0,4.0
Snyder,United States,32.7133,-100.9113,3006.0,2.0
Socorro,United States,34.0543,-106.9066,2850.0,2.0
Sodankylä,Finland,67.4171,26.6,7515.0,5.0
Soio,Angola,-6.1296,12.37,2851.9,2.0
Sombor,Serbia,45.7742,19.1151,12825.0,9.0
Somerdale,United States,39.8454,-75.0218,4749.905,5.0
Somers,United States,41.3058,-73.725,9968.35,7.0
Somers,United States,41.9949,-72.453,7129.75,5.0
Somerton,United States,32.6009,-114.699,999.65,1.0
Sotouboua,Togo,8.557,0.985,14259.5,10.0
South Bank,United Kingdom,54.5667,-1.15,11502.369999999999,5.0
South Elgin,United States,41.9906,-88.3134,6650.8645,7.0
South Gate,United States,33.9448,-118.1926,9499.81,10.0
South Huntington,United States,40.8225,-73.3921,14308.444,5.5
